,,Id,Journal,Year,Volume,page1,page2,Author,Title,type,,,,
,,"[Nouhigh, 2008 #1047]","Nouhigh, A.; Cherif, M.; Provost, E.; Abderrabba, M., J. Chem. Eng. Data 2008, 53, 1675-1678.",,,,,,,,,,,
,,"[O'Brien, 2009 #953]","O'Brien, C. J.; Tellez, J. L.; Nixon, Z. S.; Kang, L. J.; Carter, A. L.; Kunkel, S. R.; Przeworski, K. C.; Chass, G. A., Angewandte Chemie-International Edition 2009, 48, 6836-6839.",,,,,,,,,,,
,,"[Ould-Moulaye, 2002 #1059]","Ould-Moulaye, C. B.; Dussap, C. G.; Gros, J. B., Thermochimica Acta 2002, 387, 1-15.",,,,,,,,,,,
,,"[Nishida, 1977 #55]","Nishida, K.; Ishihara, E.; Osaka, T.; Koukitu, M., J. Soc. Dyers Colour. 1977, 93, 52-54.",,,,,,,,,,,
,,"[Nishida, 1986 #344]","Nishida, K.; Ando, Y.; Sunagawa, S.; Ogihara, A.; Tanaka, I.; Koukitsu, A., J. Soc. Dyers Colour. 1986, 102, 18-20.",,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Binder P,,,,,,,,,,,,,,
,,,"<palm, 2001>",,,,,,,,,,,
,,"[Pankow, 1988 #357]","Pankow, J. F.; Rosen, M. E., Environ. Sci. Technol. 1988, 22, 398-405.",,,,,,,,,,,
,,"[Paruta, 1984 #359]","Paruta, A. N., Drug Development and Industrial Pharmacy 1984, 10, 453-465.",,,,,,,,,,,
,,"[Pecsar, 1966 #361]","Pecsar, R. E.; Martin, J. J., Anal. Chem. 1966, 38, 1661-1669.",,,,,,,,,,,
,,,,,,,,,,,,,,
,,"[Pehkonen, 2002 #362]","Pehkonen, S. O.; Zhang, Q., Critical Reviews in Environmental Science and Technology 2002, 32, 17-72.",,,,,,,,,,,
,,"[Pella, 1976 #363]","Pella, P. A., Anal. Chem. 1976, 48, 1632-1637.",,,,,,,,,,,
only estimates,,"[Pennington, 2001 #524]","Pennington, D. W., Chemosphere 2001, 44, 1617-1631.",,,,,,,,,,,
,,"[Perlovich, 2006 #364]","Perlovich, G. L.; Volkova, T. V.; Bauer-Brandl, A., J Pharm Sci 88 670-679 1999 2006, 95, 2158-2169.",,,,,,,,,,,
,,"[Perry, 1949 #41]","Perry, E. S.; Weber, W. H., J. Am. Chem. Soc. 1949, 71, 3726-3730.",,,,,,,,,,,
,,"[Pfeifer, 2001 #365]","Pfeifer, O.; Lohmann, U.; Ballschmiter, K., Fresenius Journal of Analytical Chemistry 2001, 371, 598-606.",,,,,,,,,,,
nothing useful,,"[Pierotti, 1976 #366]","Pierotti, R. A., Chem. Rev. 1976, 76, 717-726.",,,,,,,,,,,
,,"[Pinsuwan, 1997 #999]","Pinsuwan, S.; Myrdal, P.; Lee, Y.; Yalkowsky, S., Chemosphere 35 2503-2513 1997 1997, 35, 2503-2513.",,,,,,,,,,,
,,"[Pinto, 2007 #367]","Pinto, S. S.; Bernardes, C. E. S.; Diogo, H. P.; da Piedade, M. E. M., J.Chem. Thermodynam. 2007, 39, 1384-1391.",,,,,,,,,,,
,,"[Plyasunov, 2004 #368]","Plyasunov, A. V.; Plyasunov, N. V.; Shock, E. L., J. Chem. Eng. Data 2004, 49, 1152-1167.",,,,,,,,,,,
,,"[Plyasunov, 2003 #369]","Plyasunov, A. V.; Shock, E. L., Geochimica et Cosmochimica Acta 2003, 67, 4981-5009.",,,,,,,,,,,
,,"[Plyasunov, 2006 #370]","Plyasunov, A. V.; Plyasunov, N. V.; Shock, E. L., J. Chem. Eng. Data 2006, 51, 1481-1490.",,,,,,,,,,,
,,,"Ponder, J. W.; Ren, P., Journal of Physical Chemistry B 2003, 107, 5933-5947.",,,,,,,,,,,
,,"[Prak, 2007 #377]","Prak, D. J. L.; O'Sullivan, D. W., J. Chem. Eng. Data 2007, 52, 2466-2450.",,,,,,,,,,,
,,,"Prausnitz, J. M.; Tsonopoulos, C., Industrial and Engineering Chemistry Fundamentals 1971, 10, 593-600.",,,,,,,,,,,
,,"[Macknick, 1979 #373]","Macknick, A. B.; Prausnitz, J. M., J. Chem. Eng. Data 1979, 24, 175-178.",,,,,,,,,,,
,,,"Prausnitz, J. M.; Rivas, O. R., Industrial and Engineering Chemistry Fundamentals 1979, 18, 289-292.",,,,,,,,,,,
,,"[Price, 1976 #375]","Price, L. C., Americal Association of Petroleum Geologists Bulletin 1976, 60, 213-244.",,,,,,,,,,,
,,"[Przyjazny, 1983 #376]","Przyjazny, A.; Janicki, W.; Chrzanowski, W.; Staszewski, R., Journal of Chromatography 1983, 280, 249-260.",,,,,,,,,,,
,,"[ Patterson, 1960 #630]","Patterson, D.; Sheldon, R. P., J. Soc. Dyers Colour. 1960, 76, 178-181.",,,,,,,,,,,
,,"[ Pavlovskii, 1986 #629]","Pavlovskii, Y. P.; Dibrivnyi, V. N.; Chuchmarev, S. K.; Gushak, N. M., Vestnik L'vouskogo Politeknicheskogo Intituta 1986, 201, 31-32.",,,,,,,,,,,
,,"[ Perez, 1991 #631]","Perez, C.; Soderholm, S. C., Applied Occupational and Environmental Hygiene 1991, 6, 859-864.",,,,,,,,,,,
,,"[ Phatak, 1996 #632]","Phatak, P. V.; Gaikar, V. G., J. Chem. Eng. Data 1996, 41, 1052-1054.",,,,,,,,,,,
,,"[ Prankerd, 1994 #633]","Prankerd, R. J.; McKeown, R. H., International Journal of Pharmaceutics 1994, 112, 1-15.",,,,,,,,,,,
,,"[ Pun, 2002 #634]","Pun, B. K.; Griffin, R. J.; Seigneur, C.; Seinfeld, J. H., Journal of Geophysical Research 2002, 107, AAC 4 1-15.",,,,,,,,,,,
,,"[Padwa, 2009 #905]","Padwa, A., J. Org. Chem. 2009, 74, 6421-6441.",,,,,,,,,,,
,,"[Palitzsch, 1929 #688]","Palitzsch, S., Zeitschrift fur Physikalishe Chemie Abteilung A 1929, 145, 97-108.",,,,,,,,,,,
,,"[Park, 1982 #870]","Park, T.; Rettich, T. R.; Battino, R.; Peterson, D.; Wilhelm, E., J. Chem. Eng. Data 1982, 27, 324-326.",,,,,,,,,,,
,,"[Park, 1987 #674]","Park, J. H.; Hussam, A.; Couasnon, P.; Fritz, D.; Carr, P. W., Anal. Chem. 1987, 59, 1970-1976.",,,,,,,,,,,
,,"[Patil, 2002 #964]","Patil, K. J.; Sargar, A. M.; Dagade, D. H., Indian Journal of Chemistry 2002, 41, 1804-1811.",,,,,,,,,,,
,,"[Pereda, 2009 #1007]","Pereda, S.; Awan, J. A.; Mohammadi, A. H.; Valtz, A.; Coquelet, C.; Brignole, E. A.; Richon, D., Fl. Phase Eq. 2009, 275, 52-59.",,,,,,,,,,,
,,"[Perlovich, 2003 #784]","Perlovich, G. L.; Kurkov, S. V.; Kinchin, A. N.; Bauer-Brandl, A., J. Pharm. Sci. 2003, 92, 2502-2511.",,,,,,,,,,,
,,"[Perlovich, 2003 #785]","Perlovich, G. L.; Kurkov, S. V.; Bauer-Brandl, A., European Journal of Pharmaceutical Sciences 2003, 19, 423-432.",,,,,,,,,,,
,,"[Perlovich, 2003 #786]","Perlovich, G. L.; Bauer-Brandl, A., Pharmaceutical Research 2003, 20, 471-478.",,,,,,,,,,,
,,"[Perlovich, 2004 #787]","Perlovich, G. L.; Bauer-Brandl, A., Current Drug Delivery 2004, 1, 213-226.",,,,,,,,,,,
,,"[Perlovich, 2004 #788]","Perlovich, G. L.; Kurkov, S. V.; Kinchin, A. N.; Bauer-Brandl, A., European Journal of Pharmaceutics and Biopharmaceutics 2004, 57, 411-420.",,,,,,,,,,,
,,"[Perlovich, 2004 #789]","Perlovich, G. L.; Kurkov, S. V.; Kinchin, A. N.; Bauer-Brandl, A., AAPS Pharmsci 2004, 6, ARTICLE 3.",,,,,,,,,,,
,,"[Perlovich, 2004 #790]","Perlovich, G. L.; Kurkov, S. V.; Hansen, L. K.; Bauer-Brandl, A., J. Pharm. Sci. 2004, 93, 654-666.",,,,,,,,,,,
,,"[Perlovich, 2005 #791]","Perlovich, G. L.; Rodionov, S. V.; Bauer-Brandl, A., European Journal of Pharmaceutical Sciences 2005, 24, 25-33.",,,,,,,,,,,
,,"[Perlovich, 2006 #792]","Perlovich, G. L.; Kurkov, S. V.; Bauer-Brandl, A., European Journal of Pharmaceutical Sciences 2006, 27, 150-157.",,,,,,,,,,,
,,"[Perlovich, 2007 #825]","Perlovich, G. L.; Surov, A. O.; Bauer-Brandl, A., Journal of Pharmaceutical and Biomedical Analysis 2007, 45, 679-687.",,,,,,,,,,,
,,"[Perlovich, 2007 #828]","Perlovich, G. L.; Strakhova, N. N.; Kazachenko, V. P.; Volkova, T. V.; Tkachev, V. V.; Schaper, K. J.; Raevsky, O. A., International Journal of Pharmaceutics 2007, 334, 115-124.",,,,,,,,,,,
,,"[Perlovich, 2007 #829]","Perlovich, G. L.; Volkova, T. V.; Bauer-Brandl, A., Molecular Pharmaceutics 2007, 4, 929-935.",,,,,,,,,,,
,,"[Perlovich, 2007 #830]","Perlovich, G. L.; Surov, A. O.; Hansen, L. K.; Bauer-Brandl, A., J. Pharm. Sci. 2007, 96, 1031- 1042.",,,,,,,,,,,
,,"[Perlovich, 2008 #824]","Perlovich, G. L.; Volkova, T. V.; Manin, A. N.; Bauer-Brandl, A., J. Pharm. Sci. 2008, 97, 3883-3896.",,,,,,,,,,,
,,"[Perlovich, 2008 #826]","Perlovich, G. L.; Bauer-Brandl, A., Chemical Processes with Participation of Biological and Related Compounds 2008, 08, 291-325.",,,,,,,,,,,
,,"[Perlovich, 2009 #827]","Perlovich, G. L.; Proshin, A. N.; Volkova, T. V.; Kurkov, S. V.; Grigoriev, V. V.; Petrova, L. N.; Bachurin, S. O., Journal of Medicinal Chemistry 2009, 52, 1845-1852.",,,,,,,,,,,
,,"[Perrin, 2009 #910]","Perrin, C. L.; Lau, J. S.; Kim, Y. J.; Karri, P.; Moore, C.; Rheingold, A. L., J. Am. Chem. Soc. 2009, 131, 13548-13554.",,,,,,,,,,,
,,"[Phillips, 2008 #832]","Phillips, K. L.; Sandler, S. I.; Greene, R. W.; Di Toro, D. M., Environ. Sci. Technol. 2008, 42, 8412-8418.",,,,,,,,,,,
,,"[Piacente, 1993 #675]","Piacente, V.; Ferro, D.; Della Gatta, G., Therm. Acta 1993, 223, 65-73.",,,,,,,,,,,
,,"[Poe, 1993 #28138]","Poe, R. B.; Rutan, S. C.; Hait, M. J.; Eckert, C. A.; Carr, P. W., Anal. Chim. Acta 1993, 277, 223-238.",,,,,,,,,,,
,,"[Pogliani, 2008 #930]","Pogliani, L., Reaction Kinetics and Catalysis Letters 2008, 93, 187-191.",,,,,,,,,,,
,,"[Prak, 2008 #962]","Prak, D. J. L.; Moran, P. J., J. Chem. Eng. Data 2008, 53, 586-687.",,,,,,,,,,,
,,"[Pribilova, 1974 #676]","Pribilova, J.; Pouchly, J., Collect. Czech. Chem. Commun. 1974, 39, 1118-1124.",,,,,,,,,,,
,,"[Pyun, 2007 #928]","Pyun, S. Y.; Kim, T. R.; Kwon, H. S.; Lee, S. H., Kinetics and Catalysis 2007, 48, 626-631.",,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Binder R,,,,,,,,,,,,,,
,,"[Ramon, 2009 #906]","Ramon, R. S.; Marion, N.; Nolan, S. P., Chemistry-a European Journal 2009, 15, 8695-8697.",,,,,,,,,,,
,,"[Ren, 2003 #640]","Ren, B.; Li, C.; Yuan, X.; Li, W.; Luo, T., Zhengzhou Daxue Xuebao 2003, 1921, 32.",,,,,,,,,,,
,,"[Ren, 2003 #833]","Ren, B. Z.; Li, C.; Yuan, X. L.; Li, W. R.; Luo, T. L., Zhengzhou Daxue Xuebao 2003, 24, 19-21 32.",,,,,,,,,,,
,,"[Reyes-Perez, 2008 #793]","Reyes-Perez, E.; Le Calve, S.; Mirabel, P., Atmos. Environ. 2008, 42, 7940-7946.",,,,,,,,,,,
,,"[Ribeiro da Saliva, 2005 #642]","Ribeiro da Silva, M. A. V.; Ribeiro da Silva, M.; Amaral, L.; Elguero, J.; Jimenez, P.; Roux, M. V.; Davalos, J. Z.; Temprado, M.; Cabildo, P.; Claramunt, R. M.; Mo, O.; Yanez, M., J. Chem. Thermodyn. 2005, 37, 1168-1176.",,,,,,,,,,,
,,"[Ribeiro da Silva, 1989 #635]","Ribeiro da Silva, M. A. V.; Monte, M. J. S.; Matos, M. A. R., J.Chem. Thermodynam. 1989, 21, 159-166.",,,,,,,,,,,
,,"[Ribeiro da Silva, 1990 #1075]","Ribeiro da Silva, M. A. V.; Monte, M. J. S., Thermochimica Acta 1990, 171, 169-183.",,,,,,,,,,,
,,"[Ribeiro da Silva, 1990 #681]","Ribeiro da Silva, M. A. V.; Matos, M. A. R.; Monte, M. J. S., J.Chem. Thermodynam. 1990, 22, 609-616.",,,,,,,,,,,
,,"[Ribeiro da Silva, 1992 #682]","Ribeiro da Silva, M. A. V.; Monte, M. J. S., J.Chem. Thermodynam. 1992, 24, 1219-1228.",,,,,,,,,,,
,,"[Ribeiro da Silva, 1992 #684]","Ribeiro da Silva, M. A. V.; Reis, A.; Monte, M. J. S.; Bartolo, M.; Rodrigues, J., J.Chem. Thermodynam. 1992, 24, 653-659.",,,,,,,,,,,
,,"[Ribeiro da Silva, 1992 #686]","Ribeiro da Silva, M. A. V.; Monte, M. J. S., J.Chem. Thermodynam. 1992, 24, 715-724.",,,,,,,,,,,
,,"[Ribeiro da Silva, 1993 #683]","Ribeiro da Silva, M. A. V.; Matos, M. A. R.; Monte, M. J. S.; Alves, M. C. B.; Vieira, J., J.Chem. Thermodynam. 1993, 25, 579-590.",,,,,,,,,,,
,,"[Ribeiro da Silva, 1995 #685]","Ribeiro da Silva, M. A. V.; Matos, M. A. R.; Amaral, L., J.Chem. Thermodynam. 1995, 27, 1187-1196.",,,,,,,,,,,
,,"[Ribeiro da Silva, 1997 #1060]","Ribeiro da Silva, M. A. V.; Matos, M.; Amaral, L., Journal of Chemical Thermodynamics, 29, 295-303, 1997 1997, 29, 295-303.",,,,,,,,,,,
,,"[Ribeiro da Silva, 1997 #1061]","Ribeiro da Silva, M. A. V.; Matos, A. R.; Amaral, L., J.Chem. Thermodynam. 1997, 29, 1129-1136.",,,,,,,,,,,
,,"[Ribeiro da Silva, 1998 #1063]","Ribeiro da Silva, M. A. V.; Carvalho, A.; Monte, M. J. S.; Giera, E., J.Chem. Thermodynam. 1998, 30, 815-823.",,,,,,,,,,,
,,"[Ribeiro da Silva, 1999 #1062]","Ribeiro da Silva, M. A. V. R.; Monte, M. J. S.; Ribeiro, J. R., J.Chem. Thermodynam. 1999, 31, 1093-1107.",,,,,,,,,,,
,,"[Ribeiro da Silva, 1999 #637]","Ribeiro da Silva, M. A. V.; Matos, M. A. R.; Monte, M. J. S.; Hillesheim, D. M.; Marques, M.; Vieira, N., J.Chem. Thermodynam. 1999, 31, 1429-1441.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2000 #1065]","Ribeiro da Silva, M. A. V.; Monte, M. J. S.; Ribeiro, J. R., J. Chem. Eng. Data 2000, 45, 756-759.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2001 #1067]","Ribeiro da Silva, M. A. V.; Monte, M. J. S.; Ribeiro, J. R., J.Chem. Thermodynam. 2001, 33, 23-31.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2003 #1068]","Ribeiro da Silva, M.; Lima, L.; Amaral, L.; Ferreira, A.; Gomes, J., J.Chem. Thermodynam. 2003, 35, 1343-1359.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2004 #638]","Ribeiro da Silva, M. A. V.; Ribeiro da Silva, M.; Amaral, L.; Jimenez, P.; Roux, M. V.; Davalos, J. Z.; Temprado, M.; Cabildo, P.; Claramunt, R. M.; Elguero, J.; Mo, O.; Yanez, M., J.Chem. Thermodynam. 2004, 36, 533-539.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2005 #641]","Ribeiro da Silva, M. A. V.; Amaral, L.; Santos, A.; Gomes, J. R. B., J. Chem. Thermodyn. 2006, 38, 748-755.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2006 #1069]","Ribeiro da Silva, M. A. V.; Amaral, L.; Santos, A.; Gomes, J. R. B., J.Chem. Thermodynam. 2006, 38, 367-375.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2006 #644]","Ribeiro da Silva, M.; Araujo, N. R. M.; Silva, A. L. R.; da, S.; Lcm; Barros, N.; Goncalves, J. M.; Ribeiro da Silva, M. A. V., Journal of Thermal Analysis and Calorimetry 2007, 87, 291-296.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2006 #794]","Ribeiro da Silva, M. A. V.; Santos, C. P. F.; Monte, M. J. S.; Sousa, C. A. D., Journal of Thermal Analysis and Calorimetry 2006, 83, 533-539.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2007 #1076]","Ribeiro da Silva, M.; Araujo, N. R. M.; Silva, A. L. R.; da, S.; Lcm; Barros, N.; Goncalves, J. M.; Ribeiro da Silva, M. A. V., Journal of Thermal Analysis and Calorimetry 2007, 87, 291-296.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2007 #643]","Ribeiro da Saliva, M. A. V.; Fonseca, J. M. S.; Carvalho, R.; Monte, M. J. S., J. Chem. Thermodyn. 2005, 37, 271-279.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2007 #687]","Ribeiro da Silva, M. A. V.; Amaral, L.; Gomes, J. R. B., Journal of Physical Chemistry B 2007, 111, 13033-13040.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2007 #834]","Ribeiro da Silva, M. A. V.; Santos, C. P. F., Journal of Thermal Analysis and Calorimetry 2007, 87, 21-25.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2007 #835]","Ribeiro da Silva, M. A. V.; Santos, C. P. F.; Monte, M. J. S.; Sousa, C. A. D., J.Chem. Thermodynam. 2007, 39, 1363-1371.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2008 #1070]","Ribeiro da Silva, M. A. V.; Ferreira, A.; Lima, L.; Sousa, S. M. M., J.Chem. Thermodynam. 2008, 40, 137-145.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2008 #1071]","Ribeiro da Silva, M. A. V.; Lima, L.; Moreno, A. R. G.; Ferreira, A.; Gomes, J. R. B., J.Chem. Thermodynam. 2008, 40, 155-16.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2008 #1072]","Ribeiro da Silva, M. A. V.; Santos, A., J.Chem. Thermodynam. 2008, 40, 166-173.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2008 #1073]","Ribeiro da Silva, M. A. V.; Santos, A.; Lima, L., J.Chem. Thermodynam. 2008, 40, 375-385.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2008 #1074]","Ribeiro da Silva, M. A. V.; Ribeiro da Silva, M.; Freitas, V. L. S.; Roux, M. V.; Jimenez, P.; Temprado, M.; Davalos, J. Z.; Cabildo, P.; Claramunt, R. M.; Elguero, J., J.Chem. Thermodynam. 2008, 40, 386-393.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2008 #678]","Ribeiro da Silva, M. A. V.; Amaral, L.; Santos, A., J.Chem. Thermodynam. 2008, 40, 1588-1593.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2008 #679]","Ribeiro da Silva, M. A. V.; Santos, A., J.Chem. Thermodynam. 2008, 40, 1451-1457.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2008 #680]","Ribeiro da Silva, M.; Ribeiro da Silva, M. A. V.; Freitas, V. L. S.; Roux, M. V. R.; Jimenez, P.; Davalos, J. Z.; Cabildo, P.; Claramunt, R. M.; Elguero, J., J.Chem. Thermodynam. 2008, 40, 1378-1385.",,,,,,,,,,,
,,"[Ribeiro da Silva, 2009 #955]","Ribeiro da Silva, M. A. V.; Lobo Ferreira, A.; Cabral, J.; Santos, A.; Moreno, A. R. G.; Galvao, T. L. P.; Rocha, I. M.; Fernandes, P. M. V.; Salgueiro, S. Q.; deMoura, V. A. F.; Oliveira, I.; Cotelo, P. C.; Ribeiro, M. R. A., J.Chem. Thermodynam. 2009, 41, 984-991.",,,,,,,,,,,
,,"[Rice, 1995 #871]","Rice, C. P.; Chernyak, S. M., Organohalogen Compounds 1995, 24, 439-444.",,,,,,,,,,,
,,"[Rizzo, 2006 #380]","Rizzo, R. C.; Aynechi, T.; Case, D. A.; Kuntz, I. D., Journal of Chemical Theory and Computation 2006, 2, 128-139.",,,,,,,,,,,
,,"[Roberts, 2009 #948]","Roberts, S. T.; Ramasesha, K.; Tokmakoff, A., Accounts of Chemical Research 2009, 42, 1239-1249.",,,,,,,,,,,
,,"[Rocha, 2008 #729]","Rocha, M. A. A.; Lima, C.; Santos, L., J.Chem. Thermodynam. 2008, 40, 1458-1463.",,,,,,,,,,,
,,"[Rochester, 1973 #1083]","Rochester, C. H.; Symonds, J. R., Journal of the Chemical Society, Faraday Transactions 1973, 69, 1267-1273.",,,,,,,,,,,
,,"[Rochester, 1973 #645]","Rochester, C. H.; Symonds, J. R., J. Chem. Soc. 1973, 69, 1274-1281.",,,,,,,,,,,
,,"[Rochester, 1973 #646]","Rochester, C. H.; Symonds, J. R., J. Chem. Soc. 1973, 69, 1577-1585.",,,,,,,,,,,
,,"[Roganov, 2005 #462]","Roganov, G. N.; Pisarev, P. N.; Emel'yanenko, V. N.; Verevkin, S. P., J. Chem. Eng. Data 2005, 50, 1114-1124.",,,,,,,,,,,
,,"[Rogers, 1974 #795]","Rogers, J. F.; Farazmand, H.; Creasy, D. E., J. Chem. Eng. Data 1974, 19, 118-120.",,,,,,,,,,,
,,"[Roux, 1996 #730]","Roux, M. V.; Jimenez, P.; Davalos, J. Z.; Abboud, J. L.; Molina, M. T., J.Chem. Thermodynam. 1996, 28, 1029-1035.",,,,,,,,,,,
,,"[Roux, 2003 #713]","Roux, M. V.; Temprado, M.; Jimenez, P.; Guzman-Mejia, R.; Juaristi, E.; Chickos, J. S., Thermochimica Acta 2003, 406, 9-16.",,,,,,,,,,,
,,"[Roux, 2007 #1082]","Roux, M. V. T. M.; Jimenez, P.; Notario, R.; Guzman-Mejia, R.; Juarista, E., J. Org. Chem. 2007, 72, 1143-1147.",,,,,,,,,,,
,,"[Rudakov, 2006 #987]","Rudakov, A. M.; Sergievskii, v., Russian Journal of Physical Chemistry 2006, 80, 1804-1808.",,,,,,,,,,,
,,"[Raevsky, 2004 #1085]","Raevsky, O.; Raevskaja, O.; Schaper, K., QSAR Comb. Sci. 2004, 23, 327-343.",,,,,,,,,,,
,,,"Rice, C. P.; Chernyak, S. M.; McConnell, L. L., J. Agric. Food. Chem. 1997, 45, 2291-2298.",,,,,,,,,,,
,,,"Richon, D.; Sorrentino, F.; Voilley, A., Industrial and Engineering Chemistry Process Design and Development 1985, 24, 1160-1165.",,,,,,,,,,,
,,,"Rizzo, R. C.; Aynechi, T.; Case, D. A.; Kuntz, I. D., Journal of Chemical Theory and Computation 2006, 2, 128-139.",,,,,,,,,,,
,,"{Parsons, 1971 #381}","Parsons, G. H.; Rochester, C. H.; Wood, C. E. C., Journal of the Chemical Society B: Physical Organic 1971, 533-536.",,,,,,,,,,,
,,"{Parsons, 1974 #382}","Parsons, G. H.; Rochester, C. H.,  Journal of the Chemical Society: Perkin Transactions 2 1974, 0, 1313-1318.",,,,,,,,,,,
,,"[Parsons, 1972 #383]","Parsons, G. H.; Rochester, C. H.; Rostron, A.; Sykes, P. C., Journal of the Chemical Society: Perkin Transactions 2 1972, 136-138.",,,,,,,,,,,
,,,"Rohac, V.; Ruzicka, K.; Ruzicka, V.; Zaitsau, D. H.; Kabo, G. J.; Diky, V.; Aim, K., J.Chem. Thermodynam. 2004, 36, 929-937.",,,,,,,,,,,
,,,"Rohrschneider, L., Anal. Chem. 1973, 45, 1241-1247.",,,,,,,,,,,
,,,"Rosen, J. M.; Dickinson, C., J. Chem. Eng. Data 1969, 14, 120-124.",,,,,,,,,,,
,,,"Ross, G. R.; Heideger, W. J., J. Chem. Eng. Data 1962, 7, 505-507.",,,,,,,,,,,
,,,"Rothman, A. M., J. Agric. Food. Chem. 1980, 28, 1225-1228.",,,,,,,,,,,
,,,"Roux, M. V.; Temprado, M.; Jimenez, P.; Notario, R.; Guzman-Mejia, R.; Juaristi, E., J. Org. Chem. 2006, 71, 2581-2586.",,,,,,,,,,,
,,,"Roux, M. V.; Davalos, J. Z.; Jimenez, P.; Flores, H.; Saiz, J. L.; Abboud, J. L. M.; Juaristi, E., J.Chem. Thermodynam. 1999, 31, 635-646.",,,,,,,,,,,
,,,"Roux, M. V.; Temprado, M.; Jimenez, P.; Notario, R.; Chickos, J. S.; Santos, A.; Ribeiro da Silva, M. A. V., Journal of Physical Chemistry A 2007, 111, 11084-11092.",,,,,,,,,,,
,,,"Ruelle, P.; Kesselring, U. W., Chemosphere 1997, 34, 275-298.",,,,,,,,,,,
,,,"Russell, C. J.; Dixon, S. L.; Jurs, P. C., Anal. Chem. 1992, 64, 1350-1355.",,,,,,,,,,,
,,,"Ryu, S. A.; Park, S. J., Fl. Phase Eq. 1999, 161, 295-304.",,,,,,,,,,,
,,"[Raevsky, 2003 #1084]","Raevsky, O.; Schaper, K. J., QSAR & COMBINATORIAL SCIENCE 2003, 22, 926-942.",,,,,,,,,,,
,,"[Reza, 2004 #1086]","Reza, J.; Trejo, A., Chemosphere 2004, 56, 537-547.",,,,,,,,,,,
,,,,,,,,,,,,,,
Binder S1,,,,,,,,,,,,,,
,,,"Sahsuvar, L.; Helm, P. A.; Jantunen, L. M.; Bidleman, T. F., Atm. Environ. 2003, 37, 983-992.",,,,,,,,,,,
,,,"Sakamoto, M.; Tsutsumi, T., Journal of Chromatography A 2004, 1028, 63-74.",,,,,,,,,,,
,,,"Sandler, S. I.; Tse, G.; Orbey, H., Environ. Sci. Technol. 1992, 26, 2017-2022.",,,,,,,,,,,
,,,"Sandler, S. I.; Lin, S. T., Journal of Physical Chemistry A 2000, 104, 7099-7105.",,,,,,,,,,,
,,,"Sandler, S. I., Fl. Phase Eq. 1996, 116, 343-353.",,,,,,,,,,,
,,,"Sandler, S. I.; Lin, S. T., Chemical Engineering Science 2002, 57, 2727-2733.",,,,,,,,,,,
,,,"Sanusi, A.; Millet, M.; Mirabel, P.; Wortham, H., Atm. Environ. 1999, 33, 4941-4951.",,,,,,,,,,,
,,,"Sawanoi, Y.; Shimbo, Y.; Tabata, I.; Hisada, K.; Hori, T., Dyes and Pigments 2002, 52, 29-35.",,,,,,,,,,,
,,,"Scharlin, P.; Battino, R., Fl. Phase Eq. 1994, 94, 137-147.",,,,,,,,,,,
,,,"Scheraga, H. A.; No, K. T.; Kim, S. G.; Cho, K. H., Biophysical Chemistry 1999, 78, 127-145.",,,,,,,,,,,
,,,"Schmitt, P. H.; Garrison, A. W.; Freitag, D.; Kettrup, A., Journal of Chromatography A 1996, 723, 169-177.",,,,,,,,,,,
,,,"Schmuckler, M. E.; Barefoot, A. C.; Kleier, D. A.; Cobranchi, D. P., Pest Management Science, 2000, 56, 521-532.",,,,,,,,,,,
,,,"Schuurmann, G., Journal of Computational Chemistry, 21, 17-34 2000, 21, 17-34.",,,,,,,,,,,
,,,"Schuurmann, G.; Kuhne, R.; Ebert, R. U.; Kleint, F.; Schmidt, G., Chemosphere 1995, 30, 2061-2077.",,,,,,,,,,,
,,,"Schwarzenbach, R. P.; Stierli, R.; Folsom, B. R.; Zeyer, J., Environ. Sci. Technol. 1988, 22, 83-92.",,,,,,,,,,,
Binder S2,,,,,,,,,,,,,,
,,"[ Sabbah, 1995 #731]","Sabbah, R.; Gouali, M., Calorimetrie et Analyse Thermique 1995, 26, 334-339.",,,,,,,,,,,
